date,symbol,fiscalYear,period,reportedCurrency,marketCap,enterpriseValue,evToSales,evToOperatingCashFlow,evToFreeCashFlow,evToEBITDA,netDebtToEBITDA,currentRatio,incomeQuality,grahamNumber,grahamNetNet,taxBurden,interestBurden,workingCapital,investedCapital,returnOnAssets,operatingReturnOnAssets,returnOnTangibleAssets,returnOnEquity,returnOnInvestedCapital,returnOnCapitalEmployed,earningsYield,freeCashFlowYield,capexToOperatingCashFlow,capexToDepreciation,capexToRevenue,salesGeneralAndAdministrativeToRevenue,researchAndDevelopementToRevenue,stockBasedCompensationToRevenue,intangiblesToTotalAssets,averageReceivables,averagePayables,averageInventory,daysOfSalesOutstanding,daysOfPayablesOutstanding,daysOfInventoryOutstanding,operatingCycle,cashConversionCycle,freeCashFlowToEquity,freeCashFlowToFirm,tangibleAssetValue,netCurrentAssetValue,sector
2004-09-30,NI,2004,Q3,USD,2169902000.0,8765102000.0,8.9458073076138,-31.46124192390524,-20.711488657844992,33.621411584196395,25.298043728423476,0.6813926499032882,-9.67361111111111,6.560979519432025,-42.691568328892274,1.0212765957446808,0.22014051522248243,-823600000.0,12775500000.0,0.0017493986442160508,0.007866691307829729,0.0023524414748501135,0.006282174330337667,0.006523628005388174,0.009201746674544957,0.013272488803641824,-0.19503184936462567,-0.5190236898779612,0.0,0.1475811390079608,0.0,0.0,0.0,0.25634764438613117,413400000.0,388950000.0,493300000.0,36.273729332516844,0.0,0.0,36.273729332516844,36.273729332516844,-7018400000.0,16664893.617021263,364200000.0,-10117000000.0,Utilities
2004-12-31,NI,2004,Q4,USD,2392335000.0,8805635000.0,4.4739533583985365,42.25352687140115,119.47944369063772,18.667871528513885,13.596141615433538,0.6345011381933263,1.3074027603513174,15.632220229651386,-42.547231575009356,0.6548890714872637,0.715671861217289,-1316600000.0,12275600000.0,0.009383093948669648,0.0203343417795688,0.012472125503697038,0.03274310833572984,0.01462216804689332,0.0254075214032781,0.06662946451897414,0.030806722302687543,0.6463531669865643,0.0,0.0684381668529621,0.0,0.0,0.0,0.24767482929126441,642000000.0,471750000.0,376750000.0,40.65592927548013,0.0,0.0,40.65592927548013,40.65592927548013,-6339600000.0,709134552.1774856,660700000.0,-9834200000.0,Utilities
2005-03-31,NI,2005,Q1,USD,2421888000.0,7943188000.0,2.9622181614767853,7.775242756460454,8.657425613079019,13.72828897338403,9.542516418942274,0.6781654584943446,4.952011633543384,17.865861579878114,-40.50018497965224,0.6211984342065643,0.7587388622344071,-1141000000.0,12419900000.0,0.012061717640042798,0.025648471622125035,0.01599187615791881,0.041062080770685294,0.018491552409279795,0.03224569270710408,0.08518147825167802,0.3788366761799059,0.10189898198903681,0.0,0.0388215550997576,0.0,0.0,0.0,0.24575968942392581,749550000.0,575350000.0,136900000.0,20.473615513705017,0.0,0.0,20.473615513705017,20.473615513705017,-4603800000.0,136761698.2836495,820700000.0,-9675300000.0,Utilities
2005-06-30,NI,2005,Q2,USD,2636064000.0,8445264000.0,6.231747343565526,-100.65868891537545,-37.888129205921935,31.953325766174803,21.979568671963676,0.5762187000532765,-2.151282051282051,7.70502519570863,-39.329369469026545,1.9306930693069306,0.1686143572621035,-1272700000.0,12291700000.0,0.0023695386690483567,0.007115062599441045,0.0031788468121872098,0.007837620578778135,0.0023918352927537324,0.008873562876699093,0.014794784952110418,-0.0845578863032157,-1.6567342073897497,4.727891156462585,0.10256788665879575,0.0,0.0,0.0,0.2545917406388033,542150000.0,446600000.0,289750000.0,31.498671782762692,110.66687637621894,114.85687323057566,146.35554501333834,35.688668637119406,-6032100000.0,184052475.24752474,785700000.0,-9752400000.0,Utilities
2005-09-30,NI,2005,Q3,USD,2589301000.0,8648501000.0,7.43126052586355,-47.83462942477876,-25.097217063261752,36.739596431605776,25.74001699235344,0.7379481408327783,26.58823529411765,,-41.27235921972764,0.5862068965517241,-0.1254054054054054,-1141000000.0,12460600000.0,-0.0003781538307539164,0.005412154118637671,-0.0004925287730963401,-0.0013633811853396424,0.0029417520469165264,0.006838861168183152,-0.0026261913929666735,-0.1330861108847523,-0.9059734513274337,5.808510638297872,0.14074583261728818,0.0,0.0,0.0,0.23221981859738294,456450000.0,463050000.0,722200000.0,33.918199003265165,147.5283307810107,286.31852986217456,320.2367288654397,172.708398084429,-6403800000.0,-106350000.0,811800000.0,-9781400000.0,Utilities
2005-12-31,NI,2005,Q4,USD,2229580000.0,8770080000.0,3.2498628918698587,-196.63856502242152,-38.448399824638315,18.97053861129137,14.147739563054294,0.7963936303080766,-0.6558823529411765,10.186687969682584,-42.744207429201914,0.7367280606717227,0.2842623960578996,-782500000.0,12944900000.0,0.003786507781830331,0.018068702247597424,0.004932754943636021,0.013561755848507209,0.016571852494545375,0.02300340764985512,0.030499017752222395,-0.10230626396002834,-4.114349775784754,0.0,0.0679982212999333,0.0,0.0,0.0,0.23237464153464932,846600000.0,700950000.0,831250000.0,41.84169569406359,0.0,0.0,41.84169569406359,41.84169569406359,-6768600000.0,-151998591.54929578,841000000.0,-9883700000.0,Utilities
2006-03-31,NI,2006,Q1,USD,2164785000.0,8074985000.0,2.716289356835307,11.11797466611593,13.353704316189846,15.93642194592461,11.664101045983816,0.7817995268903013,4.200694042799306,16.25254883641721,-41.87146529562982,0.6457482361678426,0.7321914083741163,-765600000.0,12901600000.0,0.009902286807580174,0.020748815459415936,0.012985752262612385,0.03474108997922327,0.015896215503041995,0.026222345565683952,0.0803313031086228,0.2793348993087073,0.1674239295057139,0.0,0.04090419806243272,0.0,0.0,0.0,0.23744989067055394,1208200000.0,702700000.0,453650000.0,35.17290096878364,0.0,0.0,35.17290096878364,35.17290096878364,-5305500000.0,236403861.8640921,835600000.0,-9812900000.0,Utilities
2006-06-30,NI,2006,Q2,USD,2337192000.0,8232892000.0,6.275548441192164,27.96498641304348,55.47770889487871,30.301405962458595,21.6993006993007,0.7070488663742509,14.019047619047619,5.5697290863666815,-42.232287077826726,0.6017191977077364,0.26459438968915844,-948400000.0,12720300000.0,0.0012288822438219409,0.007555490140056508,0.0016251354279523294,0.004310610259252417,0.005480857273187282,0.009450376498956777,0.008985141143731452,0.06349499741570226,0.49592391304347827,5.104895104895105,0.11128897019589908,0.0,0.0,0.0,0.2438277926348991,816950000.0,434250000.0,371000000.0,32.387377086668195,96.68403908794788,134.41368078175896,166.80105786842716,70.11701878047928,-5747300000.0,257956446.991404,705000000.0,-9928000000.0,Utilities
2006-09-30,NI,2006,Q3,USD,2327150000.0,8597550000.0,7.434111543450065,-55.325289575289574,-30.05085634393569,31.377919708029196,22.884671532846717,0.7030431390034556,-6.023255813953488,6.129137684879119,-42.26100917431193,0.6548223350253807,0.29056047197640117,-1065600000.0,12641200000.0,0.0014898912610370337,0.007928987891435646,0.0019602628879686968,0.005368959920089899,0.005957302748029243,0.009935680310016536,0.011086522140816022,-0.12294007691811873,-0.8410553410553411,72.61111111111111,0.11301340250756593,0.0,0.0,0.0,0.2399533398395768,475200000.0,395400000.0,639900000.0,37.221789883268485,133.92511297611364,238.5958683021304,275.8176581853989,141.89254520928526,-6556500000.0,214038071.06598985,650200000.0,-9988500000.0,Utilities
2006-12-31,NI,2006,Q4,USD,2587204000.0,8844104000.0,4.315881319539333,30.402557579924373,170.73559845559845,22.3110595358224,15.7843087790111,0.72827907463624,4.6544,9.719085743472489,-43.79895680819912,0.4392129304286718,0.5543435917413323,-1038300000.0,12769200000.0,0.003442293393550519,0.014472897849644239,0.004450457507031723,0.012466092229136748,0.01076245547320626,0.017906845339825467,0.024157352879788374,0.020021614066768605,0.8219319353729804,0.0,0.1166796798750732,0.0,0.0,0.0,0.22653044364277256,672300000.0,587050000.0,762350000.0,38.04753074370486,0.0,0.0,38.04753074370486,38.04753074370486,-6205100000.0,41426774.42023891,900600000.0,-10360000000.0,Utilities
