date,symbol,fiscalYear,period,reportedCurrency,marketCap,enterpriseValue,evToSales,evToOperatingCashFlow,evToFreeCashFlow,evToEBITDA,netDebtToEBITDA,currentRatio,incomeQuality,grahamNumber,grahamNetNet,taxBurden,interestBurden,workingCapital,investedCapital,returnOnAssets,operatingReturnOnAssets,returnOnTangibleAssets,returnOnEquity,returnOnInvestedCapital,returnOnCapitalEmployed,earningsYield,freeCashFlowYield,capexToOperatingCashFlow,capexToDepreciation,capexToRevenue,salesGeneralAndAdministrativeToRevenue,researchAndDevelopementToRevenue,stockBasedCompensationToRevenue,intangiblesToTotalAssets,averageReceivables,averagePayables,averageInventory,daysOfSalesOutstanding,daysOfPayablesOutstanding,daysOfInventoryOutstanding,operatingCycle,cashConversionCycle,freeCashFlowToEquity,freeCashFlowToFirm,tangibleAssetValue,netCurrentAssetValue,sector
1985-08-31,CAG,1986,Q1,USD,975157120.0,,,0.0,0.0,,,0.0,0.0,,,0.014341921563650209,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.02317575243669451,,0.0,0.0,,0.0,0,,0.0,,,,,0.0,0.0,,,,,,,Consumer Defensive
1985-11-30,CAG,1986,Q2,USD,1072878680.0,,,0.0,0.0,,,0.0,0.0,,,0.02139592854175322,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.02880101970150064,,0.0,0.0,,0.0,0,,0.0,,,,,0.0,0.0,,,,,,,Consumer Defensive
1986-02-28,CAG,1986,Q3,USD,1276621280.0,,,0.0,0.0,,,0.0,0.0,,,0.0162826420890937,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.01660633449569319,,0.0,0.0,,0.0,0,,0.0,,,,,0.0,0.0,,,,,,,Consumer Defensive
1986-05-31,CAG,1986,Q4,USD,1408338580.0000002,1600838580.0000002,1.007450333543109,0.0,0.0,-0.3902770929835683,-0.04693061582719781,1.385769812135608,0.0,1.9944005453104015,-1.6844054999899243,-0.007484518991662197,1.0,357300000.0,833200000.0,0.016870912787822167,0.0,0.01733581794567734,0.06013712047012733,-4.529372791519434,-4.590710688304421,0.02179873535808413,,0.0,0.0,,0.0,0,,0.02681760729790625,,,,27.09062303335431,0.0,0.0,27.09062303335431,27.09062303335431,,,461700000.0,-25700000.0,Consumer Defensive
1986-08-31,CAG,1987,Q1,USD,1513395000.0,,,0.0,0.0,,,0.0,0.0,,,0.015696459827226016,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.018369295524301322,,0.0,0.0,,0.0,0,,0.0,,,,,0.0,0.0,,,,,,,Consumer Defensive
1986-11-30,CAG,1987,Q2,USD,1556436960.0,,,0.0,0.0,,,0.0,0.0,,,0.02230220071980648,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.02428623900064671,,0.0,0.0,,0.0,0,,0.0,,,,,0.0,0.0,,,,,,,Consumer Defensive
1987-02-28,CAG,1987,Q3,USD,1528135680.0,,,0.0,0.0,,,0.0,0.0,,,0.016385951168559863,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.01642524307789214,,0.0,0.0,,0.0,0,,0.0,,,,,0.0,0.0,,,,,,,Consumer Defensive
1987-05-31,CAG,1987,Q4,USD,1399796160.0,1646496160.0,0.4294796567284868,0.0,0.0,-0.33974994015930005,-0.050905864388593125,1.3804787320071163,0.0,3.2223622629461226,-2.282687359279511,-0.011741158020717263,1.0,470500000.0,1143200000.0,0.022920443101711985,0.0,0.023593315918231952,0.07875432525951558,-3.8498570066730218,-3.8897182759451,0.040648775604585165,,0.0,0.0,,0.0,0,,0.02851963746223565,,,,14.141951639408406,0.0,0.0,14.141951639408406,14.141951639408406,,,651700000.0,-52900000.0,Consumer Defensive
1987-08-31,CAG,1988,Q1,USD,2136913280.0,,,0.0,0.0,,,0.0,0.0,,,0.01212748344370861,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.013711365956787912,,0.0,0.0,,0.0,0,,0.0,,,,,0.0,0.0,,,,,,,Consumer Defensive
1987-11-30,CAG,1988,Q2,USD,1355335920.0,,,0.0,0.0,,,0.0,0.0,,,0.021212649185469116,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.03593205144301053,,0.0,0.0,,0.0,0,,0.0,,,,,0.0,0.0,,,,,,,Consumer Defensive
1988-02-29,CAG,1988,Q3,USD,1565465520.0,,,0.0,0.0,,,0.0,0.0,,,0.013905986413167374,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.019483022532492445,,0.0,0.0,,0.0,0,,0.0,,,,,0.0,0.0,,,,,,,Consumer Defensive
