date,symbol,fiscalYear,period,reportedCurrency,marketCap,enterpriseValue,evToSales,evToOperatingCashFlow,evToFreeCashFlow,evToEBITDA,netDebtToEBITDA,currentRatio,incomeQuality,grahamNumber,grahamNetNet,taxBurden,interestBurden,workingCapital,investedCapital,returnOnAssets,operatingReturnOnAssets,returnOnTangibleAssets,returnOnEquity,returnOnInvestedCapital,returnOnCapitalEmployed,earningsYield,freeCashFlowYield,capexToOperatingCashFlow,capexToDepreciation,capexToRevenue,salesGeneralAndAdministrativeToRevenue,researchAndDevelopementToRevenue,stockBasedCompensationToRevenue,intangiblesToTotalAssets,averageReceivables,averagePayables,averageInventory,daysOfSalesOutstanding,daysOfPayablesOutstanding,daysOfInventoryOutstanding,operatingCycle,cashConversionCycle,freeCashFlowToEquity,freeCashFlowToFirm,tangibleAssetValue,netCurrentAssetValue,sector
1985-08-31,MKC,1985,Q3,USD,414129280.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.009175878604864645,,0.0,0.0,,0.0,0,,0.0,,,,,0.0,0.0,,,,,,,Consumer Defensive
1985-11-30,MKC,1985,Q4,USD,433663680.00000006,582363680.0,2.179504790419162,0.0,0.0,-1.0681652237710932,-0.2727439471753485,1.3126760563380282,0.0,0.8061977446213028,-0.41830053648947496,0.0,0.0,66600000.0,281700000.0,0.029017857142857144,0.0,0.031953110228776706,0.06477577615944806,,-1.4759068760151597,0.038970291447971844,,0.0,0.0,,0.0,0,,0.09186126373626374,,,,32.03218562874251,0.0,0.0,32.03218562874251,32.03218562874251,,,207400000.0,-41900000.0,Consumer Defensive
1986-02-28,MKC,1986,Q1,USD,460785280.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.009114874502935511,,0.0,0.0,,0.0,0,,0.0,,,,,0.0,0.0,,,,,,,Consumer Defensive
1986-05-31,MKC,1986,Q2,USD,480310080.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.008119754638503526,,0.0,0.0,,0.0,0,,0.0,,,,,0.0,0.0,,,,,,,Consumer Defensive
1986-08-31,MKC,1986,Q3,USD,532569599.99999994,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0056330665513014645,,0.0,0.0,,0.0,0,,0.0,,,,,0.0,0.0,,,,,,,Consumer Defensive
1986-11-30,MKC,1986,Q4,USD,517132800.00000006,666832800.0,2.2696827773995913,0.0,0.0,-1.084280975609756,-0.24341463414634146,1.3858301323090056,0.0,0.9321521385582412,-0.45890339966832505,0.0,0.0,90400000.0,319200000.0,0.033709651772936874,0.0,0.03670995670995671,0.07814227792112054,,-1.5585402939685757,0.04099527239424766,,0.0,0.0,,0.0,0,,0.08173000477023375,,,,33.57385976855004,0.0,0.0,33.57385976855004,33.57385976855004,,,219900000.0,-32900000.0,Consumer Defensive
1987-02-28,MKC,1987,Q1,USD,522849280.00000006,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.008415427099756166,,0.0,0.0,,0.0,0,,0.0,,,,,0.0,0.0,,,,,,,Consumer Defensive
1987-05-31,MKC,1987,Q2,USD,534382719.99999994,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.013847753160880653,,0.0,0.0,,0.0,0,,0.0,,,,,0.0,0.0,,,,,,,Consumer Defensive
1987-08-31,MKC,1987,Q3,USD,592049920.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.007093996398141562,,0.0,0.0,,0.0,0,,0.0,,,,,0.0,0.0,,,,,,,Consumer Defensive
1987-11-30,MKC,1987,Q4,USD,399478080.0,607678080.0,1.872659722650231,0.0,0.0,-0.8795456361267912,-0.30134607034303085,1.3480176211453745,0.0,0.8155532056589625,-0.6317230221993657,0.0,0.0,94800000.0,353500000.0,0.020473537604456825,0.0,0.022347217999391912,0.05244381020335355,,-1.5504937163375225,0.03679801404873078,,0.0,0.0,,0.0,0,,0.08384401114206128,,,,31.45146379044684,0.0,0.0,31.45146379044684,31.45146379044684,,,220100000.0,-70500000.0,Consumer Defensive
1988-02-29,MKC,1988,Q1,USD,477880320.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.00920732621925088,,0.0,0.0,,0.0,0,,0.0,,,,,0.0,0.0,,,,,,,Consumer Defensive
1988-05-31,MKC,1988,Q2,USD,569136640.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.006325370301233813,,0.0,0.0,,0.0,0,,0.0,,,,,0.0,0.0,,,,,,,Consumer Defensive
1988-08-31,MKC,1988,Q3,USD,591602560.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.020114855486764626,,0.0,0.0,,0.0,0,,0.0,,,,,0.0,0.0,,,,,,,Consumer Defensive
1988-11-30,MKC,1988,Q4,USD,619970560.0,845470560.0,2.4204711136558834,0.0,0.0,-1.1179036890122966,-0.2981621049847944,1.3948791922106023,0.0,0.9137854280465436,-0.7244456898082386,0.0,0.0,109500000.0,402800000.0,0.021293170605037652,0.0,0.023252516659577484,0.055782312925170066,,-1.534388314059647,0.026452868987843554,,0.0,0.0,,0.0,0,,0.08426382757725266,,,,32.07844259948468,0.0,0.0,32.07844259948468,32.07844259948468,,,229100000.0,-89400000.0,Consumer Defensive
1989-02-28,MKC,1989,Q1,USD,550562240.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.013622438037159977,,0.0,0.0,,0.0,0,,0.0,,,,,0.0,0.0,,,,,,,Consumer Defensive
1989-05-31,MKC,1989,Q2,USD,683227840.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.011709124733558866,,0.0,0.0,,0.0,0,,0.0,,,,,0.0,0.0,,,,,,,Consumer Defensive
1989-08-31,MKC,1989,Q3,USD,835793280.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.01998101731566925,,0.0,0.0,,0.0,0,,0.0,,,,,0.0,0.0,,,,,,,Consumer Defensive
1989-11-30,MKC,1989,Q4,USD,1038108320.0,1247508320.0,3.449967699115044,0.0,0.0,-1.5942598338658147,-0.2676038338658147,1.7419486343253159,0.0,1.198959396189932,-0.8114386849341503,0.0,0.0,182000000.0,569900000.0,0.02348178137651822,0.0,0.025164249411181356,0.0586366262276141,,-1.2637273901808785,0.01955479944520626,,0.0,0.0,,0.0,0,,0.06685945633314054,,,,29.44413716814159,0.0,0.0,29.44413716814159,29.44413716814159,,,288400000.0,-91000000.0,Consumer Defensive
1990-02-28,MKC,1990,Q1,USD,886014080.0,1165114080.0,3.877251514143095,-23.209443824701196,-20.122868393782383,37.705957281553395,9.032362459546926,1.7142857142857142,-5.070707070707071,0.8156918471308554,-0.9015635507733692,0.6149068322981367,0.7252252252252253,157500000.0,546000000.0,0.011947863866763215,0.026224085996101824,0.012865497076023392,0.02987326493663247,0.02019069912293837,0.036507153428712386,0.011173637330910135,-0.06534884863229262,-0.15338645418326693,0.8850574712643678,0.02562396006655574,0.0,0,0.0,0.07132512671976829,119850000.0,70000000.0,212600000.0,36.359400998336106,30.652519893899203,99.07161803713528,135.4310190354714,104.77849914157218,-337000000.0,39150931.677018635,272300000.0,-119200000.0,Consumer Defensive
1990-05-31,MKC,1990,Q2,USD,983975760.0,1258475760.0,4.171281935697713,38.84184444444445,70.30590837988827,41.39722894736842,9.029605263157896,1.5604486913169922,2.012422360248447,1.025454540606948,-0.925293373080654,0.7030567685589519,1.085308056872038,134900000.0,527000000.0,0.01904874585896829,0.025212092245190585,0.020431472081218274,0.04850858692377222,0.02191858424437631,0.03490488006617039,0.016362191686510652,0.018191505042766502,0.44753086419753085,1.5591397849462365,0.04806098773616175,0.0,0,0.0,0.0676762896355892,117450000.0,67400000.0,209950000.0,33.85813722240636,33.301886792452834,100.18867924528301,134.04681646768938,100.74492967523655,-256600000.0,32234497.816593885,274700000.0,-137700000.0,Consumer Defensive
1990-08-31,MKC,1990,Q3,USD,804640000.0,1120340000.0,3.484727838258165,186.72333333333333,-45.542276422764225,25.347058823529412,7.142533936651584,1.4109353507565336,0.33519553072625696,1.1532745333655305,-1.067169790216743,0.6302816901408451,0.8045325779036827,119500000.0,538500000.0,0.019761536763082357,0.04031981724728726,0.021509252583513577,0.052323881905875474,0.030679734779332363,0.057398373983739835,0.022245973354543647,-0.03057267846490356,5.1,3.438202247191011,0.09517884914463452,0.0,0,0.0,0.08125413998675204,123300000.0,72250000.0,219100000.0,37.2597200622084,33.81291306558211,103.31469242501271,140.5744124872211,106.761499421639,-340300000.0,15948943.661971837,268500000.0,-153400000.0,Consumer Defensive
1990-11-30,MKC,1990,Q4,USD,920056320.0,1188556320.0,2.977345490981964,14.14948,15.160157142857143,20.457079518072288,4.621342512908778,1.336711343576332,3.2941176470588234,1.4312932009968027,-1.0942547517091128,0.6280788177339901,0.8388429752066116,103000000.0,533000000.0,0.026929982046678635,0.052248070383764236,0.029280055115397864,0.06997804610318331,0.043223396528259815,0.07550702028081123,0.027715694621824893,0.08521217483729691,0.06666666666666667,0.5773195876288659,0.014028056112224449,0.0,0,0.0,0.08026190727637554,138700000.0,84950000.0,232300000.0,32.532565130260515,38.297872340425535,95.26595744680851,127.79852257706904,89.50065023664351,-190100000.0,50999014.778325126,288400000.0,-173600000.0,Consumer Defensive
1991-02-28,MKC,1991,Q1,USD,1376889839.9999998,1689489839.9999998,5.220920395550061,-47.996870454545444,-33.5216238095238,45.66188756756756,8.448648648648648,1.3226027397260274,-2.3157894736842106,1.1154589758095805,-1.0938634713144517,0.6523605150214592,0.8411552346570397,94200000.0,529100000.0,0.016182263387629084,0.02937122256388506,0.017592592592592594,0.04093724750875303,0.02402337977412181,0.04279314073845203,0.011039372619671594,-0.03660423552838476,-0.4318181818181818,1.6344086021505377,0.04697156983930779,0.0,0,0.0,0.08016608112424145,135350000.0,83050000.0,240850000.0,35.15451174289246,31.7035175879397,109.85427135678393,145.00878309967638,113.30526551173668,-363000000.0,20970386.266094416,296000000.0,-181800000.0,Consumer Defensive
1991-05-31,MKC,1991,Q2,USD,1489075040.0,1810275040.0,5.442799278412507,49.596576438356166,108.39970299401197,50.425488579387185,8.947075208913649,1.2442722371967656,2.4496644295302015,1.0915589880732608,-1.117842926169792,0.6711711711711712,0.8473282442748091,72500000.0,512000000.0,0.015935828877005346,0.027957103985487914,0.017253358036127837,0.041058142739046566,0.023162124189521453,0.041052961454089626,0.010006211641288407,0.011215015732182308,0.5424657534246575,2.0412371134020617,0.05953096812988575,0.0,0,0.0,0.07636363636363637,125700000.0,70750000.0,235700000.0,33.82441371016236,31.239669421487605,99.97569275644142,133.80010646660378,102.56043704511617,-304500000.0,29184684.684684686,291500000.0,-202800000.0,Consumer Defensive
1991-08-31,MKC,1991,Q3,USD,1799077760.0,2151877760.0,6.295721942656524,-331.0581169230769,-84.7195968503937,45.590630508474575,7.47457627118644,1.21023228462217,-0.3125,1.3132532844797078,-1.1904948177448427,0.65,0.8719346049046321,71500000.0,519100000.0,0.020829160825155218,0.037960281340504755,0.022406549606808143,0.05527504650544778,0.029674088817017042,0.055732725892179195,0.011561479143625231,-0.014118344723465428,-2.9076923076923076,1.8,0.05529549444119368,0.0,0,0.0,0.07039855798117364,132350000.0,75750000.0,243650000.0,36.78466939730836,35.14870794734276,113.56411506582154,150.3487844631299,115.20007651578715,-378200000.0,16455000.0,306000000.0,-210700000.0,Consumer Defensive
1991-11-30,MKC,1991,Q4,USD,1644636480.0,1958636480.0,4.556028099558037,24.60598592964824,32.48153366500829,29.676310303030302,4.757575757575758,1.2359800111049417,2.6533333333333333,1.608118635143078,-1.2243197961898546,0.6479481641468683,0.8418181818181818,85000000.0,534300000.0,0.029069767441860465,0.05417118093174431,0.031210986267166042,0.07708119218910586,0.04544395438418485,0.08186960404882405,0.018241113075638454,0.03666463728203329,0.24246231155778894,1.7545454545454546,0.04489416143289137,0.0,0,0.0,0.0686046511627907,144700000.0,87550000.0,263700000.0,31.33984647592463,36.19813717188823,102.3454699407282,133.68531641665282,97.4871792447646,-253700000.0,13837149.028077759,318400000.0,-197600000.0,Consumer Defensive
1992-02-29,MKC,1992,Q1,USD,2116576200.0,2516976200.0,7.809420415761712,-80.6723141025641,-44.78605338078292,61.6905931372549,9.813725490196079,1.0902370634718328,-1.793103448275862,1.2308713291853128,-1.3535245033937355,0.7310924369747899,0.7752442996742671,35400000.0,536600000.0,0.016180026036823506,0.02913542754104584,0.017718940936863544,0.0435871743486974,0.021476684455637506,0.04494217537695799,0.008220823800248722,-0.026552315952527484,-0.8012820512820513,2.4752475247524752,0.07756748371082842,0.0,0,0.0,0.0868514041286963,139400000.0,84900000.0,272050000.0,36.050263729444616,35.694591728525985,131.46871686108165,167.51898059052627,131.8243888620003,-456600000.0,53661764.705882356,305800000.0,-248500000.0,Consumer Defensive
1992-05-31,MKC,1992,Q2,USD,2022077359.9999998,2430677360.0,7.221263695781343,94.948334375,-72.55753313432835,56.39622645011601,9.480278422273782,1.061903596770247,1.3544973544973544,1.2908706892289257,-1.3705469705669422,0.7052238805970149,0.8297213622291022,25300000.0,529300000.0,0.017276051188299817,0.02977781875172859,0.018956870611835507,0.04696819085487078,0.022088408341498108,0.04713264263826061,0.009346823407389319,-0.016567120854367314,2.30859375,5.472222222222222,0.17557932263814616,0.0,0,0.0,0.0886654478976234,132650000.0,78050000.0,275900000.0,36.41711229946524,36.95454545454545,125.5909090909091,162.00802139037432,125.05347593582887,-442100000.0,-18313805.970149256,305400000.0,-257600000.0,Consumer Defensive
1992-08-31,MKC,1992,Q3,USD,2046831600.0,2485031600.0,6.897117957257841,-212.39586324786325,-83.11142474916387,46.536172284644195,8.205992509363297,1.0310094567846932,-0.4895397489539749,1.4888426527109273,-1.4099806745215386,0.6837606837606838,0.8220140515222483,14100000.0,532500000.0,0.02094972067039106,0.038131809251652084,0.023001725129384705,0.05680473372781065,0.028163904691235885,0.06180344478216818,0.011725439454813968,-0.014607943320789067,-1.5555555555555556,1.7009345794392523,0.05051346100471829,0.0,0,0.0,0.0892108938547486,144800000.0,84100000.0,289150000.0,38.3180682764363,37.52879078694818,130.42226487523993,168.74033315167623,131.21154236472805,-468100000.0,29976923.07692308,320300000.0,-254300000.0,Consumer Defensive
1992-11-30,MKC,1992,Q4,USD,2287446600.0,2633346600.0,5.8234113224237065,19.564239227340266,16.709052030456853,35.77916576086957,4.699728260869565,1.11558627264061,3.8457142857142856,1.8304223893362823,-1.3453026619288075,0.6653992395437263,0.8566775244299675,48500000.0,554600000.0,0.03094880183924308,0.053942455523830445,0.033547397680437074,0.07992692395524092,0.04422107746522257,0.0863208210319134,0.015300903636395273,0.06889778323131128,0.17087667161961367,1.8852459016393444,0.0508624502432552,0.0,0,0.0,0.07746042974621982,155700000.0,97700000.0,292100000.0,31.446262715612562,39.18539325842696,101.91813804173354,133.36440075734612,94.17900749891916,-188300000.0,38737262.35741445,350300000.0,-224900000.0,Consumer Defensive
